Date,Product,Category,Price,Quantity,Rating,Revenue
2018-08-06,fridge,electronics,1200,49,9,58800
2018-08-07,laptop,electronics,1000,38,10,38000
2018-08-07,lipstick,comestic,15,28,1,420
2018-08-07,fragrance,comestic,50,15,7,750
2018-08-07,smartphone,electronics,500,15,3,7500
2018-08-07,eye liner,comestic,12,4,9,48
2018-08-07,smartphone,electronics,500,24,8,12000
2018-08-07,face cleanser,comestic,25,2,3,50
2018-08-07,oven,electronics,600,39,8,23400
2018-08-07,suncream,comestic,20,10,8,200
2018-08-07,fragrance,comestic,50,33,6,1650
2018-08-08,air conditioner,electronics,800,25,6,20000
2018-08-08,oven,electronics,600,2,10,1200
2018-08-08,microwave,electronics,300,16,4,4800
2018-08-08,fridge,electronics,1200,32,6,38400
2018-08-08,laptop,electronics,1000,46,3,46000
2018-08-08,mascara,comestic,10,21,5,210
2018-08-08,microwave,electronics,300,44,1,13200
2018-08-08,face cleanser,comestic,25,43,5,1075
2018-08-08,oven,electronics,600,36,8,21600
2018-08-08,laptop,electronics,1000,23,1,23000
2018-08-09,microwave,electronics,300,8,7,2400
2018-08-09,fridge,electronics,1200,20,6,24000
2018-08-09,mascara,comestic,10,13,8,130
2018-08-09,microwave,electronics,300,45,4,13500
2018-08-09,microwave,electronics,300,13,8,3900
2018-08-09,microwave,electronics,300,49,9,14700
2018-08-09,fragrance,comestic,50,24,1,1200
2018-08-09,suncream,comestic,20,41,9,820
2018-08-09,eye liner,comestic,12,49,1,588
2018-08-09,air conditioner,electronics,800,9,10,7200
2018-08-10,air conditioner,electronics,800,15,4,12000
2018-08-10,laptop,electronics,1000,30,2,30000
2018-08-10,fragrance,comestic,50,4,10,200
2018-08-10,fridge,electronics,1200,41,10,49200
2018-08-10,fridge,electronics,1200,48,10,57600
2018-08-10,lipstick,comestic,15,35,8,525
2018-08-10,eye liner,comestic,12,36,1,432
2018-08-10,air conditioner,electronics,800,49,7,39200
2018-08-10,suncream,comestic,20,21,4,420
2018-08-10,face cleanser,comestic,25,47,5,1175
2018-08-11,face cleanser,comestic,25,42,3,1050
2018-08-11,fragrance,comestic,50,20,3,1000
2018-08-11,face cleanser,comestic,25,50,6,1250
2018-08-11,lipstick,comestic,15,3,6,45
2018-08-11,mascara,comestic,10,48,9,480
2018-08-11,lipstick,comestic,15,11,10,165
2018-08-11,face cleanser,comestic,25,12,3,300
2018-08-11,microwave,electronics,300,45,6,13500
2018-08-11,fragrance,comestic,50,16,6,800
2018-08-11,lipstick,comestic,15,37,6,555
2018-08-12,mascara,comestic,10,28,4,280
2018-08-12,mascara,comestic,10,10,2,100
2018-08-12,fragrance,comestic,50,40,1,2000
2018-08-12,oven,electronics,600,1,8,600
2018-08-12,air conditioner,electronics,800,33,2,26400
2018-08-12,microwave,electronics,300,31,3,9300
2018-08-12,fragrance,comestic,50,33,6,1650
2018-08-12,fridge,electronics,1200,31,1,37200
2018-08-12,suncream,comestic,20,3,10,60
2018-08-12,fridge,electronics,1200,37,10,44400
2018-08-13,fridge,electronics,1200,22,1,26400
2018-08-13,oven,electronics,600,6,5,3600
2018-08-13,fridge,electronics,1200,48,1,57600
2018-08-13,fragrance,comestic,50,4,6,200
2018-08-13,oven,electronics,600,35,5,21000
2018-08-13,suncream,comestic,20,49,6,980
2018-08-13,suncream,comestic,20,2,8,40
2018-08-13,fridge,electronics,1200,7,4,8400
2018-08-13,suncream,comestic,20,2,7,40
2018-08-13,smartphone,electronics,500,11,5,5500
2018-08-14,lipstick,comestic,15,39,4,585
2018-08-14,eye liner,comestic,12,45,8,540
2018-08-14,lipstick,comestic,15,45,4,675
2018-08-14,fridge,electronics,1200,25,3,30000
2018-08-14,microwave,electronics,300,22,9,6600
2018-08-14,fragrance,comestic,50,3,7,150
2018-08-14,lipstick,comestic,15,24,5,360
2018-08-14,lipstick,comestic,15,20,3,300
2018-08-14,fragrance,comestic,50,46,10,2300
2018-08-14,mascara,comestic,10,9,5,90
2018-08-15,air conditioner,electronics,800,14,7,11200
2018-08-15,microwave,electronics,300,46,9,13800
2018-08-15,lipstick,comestic,15,32,4,480
2018-08-15,smartphone,electronics,500,39,5,19500
2018-08-15,mascara,comestic,10,19,1,190
2018-08-15,smartphone,electronics,500,31,5,15500
2018-08-15,smartphone,electronics,500,19,1,9500
2018-08-15,microwave,electronics,300,8,3,2400
2018-08-15,suncream,comestic,20,1,9,20
2018-08-15,fridge,electronics,1200,8,7,9600
2018-08-16,face cleanser,comestic,25,36,3,900
2018-08-16,fridge,electronics,1200,47,10,56400
2018-08-16,eye liner,comestic,12,27,1,324
2018-08-16,air conditioner,electronics,800,27,6,21600
2018-08-16,fragrance,comestic,50,10,9,500
2018-08-16,lipstick,comestic,15,32,6,480
2018-08-16,eye liner,comestic,12,34,1,408
2018-08-16,air conditioner,electronics,800,25,7,20000
2018-08-16,air conditioner,electronics,800,8,5,6400
2018-08-16,fragrance,comestic,50,43,1,2150
2018-08-17,mascara,comestic,10,42,6,420
2018-08-17,air conditioner,electronics,800,9,8,7200
2018-08-17,mascara,comestic,10,43,10,430
2018-08-17,oven,electronics,600,46,5,27600
2018-08-17,smartphone,electronics,500,38,7,19000
2018-08-17,air conditioner,electronics,800,32,6,25600
2018-08-17,eye liner,comestic,12,8,6,96
2018-08-17,face cleanser,comestic,25,48,7,1200
2018-08-17,lipstick,comestic,15,8,10,120
2018-08-17,lipstick,comestic,15,21,2,315
2018-08-18,air conditioner,electronics,800,40,4,32000
2018-08-18,fragrance,comestic,50,13,6,650
2018-08-18,suncream,comestic,20,27,1,540
2018-08-18,eye liner,comestic,12,29,1,348
2018-08-18,face cleanser,comestic,25,26,3,650
2018-08-18,lipstick,comestic,15,41,8,615
2018-08-18,air conditioner,electronics,800,41,7,32800
2018-08-18,eye liner,comestic,12,37,1,444
2018-08-18,lipstick,comestic,15,2,7,30
2018-08-18,suncream,comestic,20,25,6,500
2018-08-19,suncream,comestic,20,8,2,160
2018-08-19,smartphone,electronics,500,28,10,14000
2018-08-19,air conditioner,electronics,800,47,7,37600
2018-08-19,fridge,electronics,1200,37,6,44400
2018-08-19,laptop,electronics,1000,15,6,15000
2018-08-19,oven,electronics,600,26,3,15600
2018-08-19,smartphone,electronics,500,34,6,17000
2018-08-19,suncream,comestic,20,35,2,700
2018-08-19,suncream,comestic,20,40,8,800
2018-08-19,smartphone,electronics,500,21,2,10500
2018-08-20,fridge,electronics,1200,15,9,18000
2018-08-20,air conditioner,electronics,800,14,4,11200
2018-08-20,fridge,electronics,1200,20,10,24000
2018-08-20,smartphone,electronics,500,9,8,4500
2018-08-20,air conditioner,electronics,800,41,4,32800
2018-08-20,fridge,electronics,1200,30,5,36000
2018-08-20,laptop,electronics,1000,5,8,5000
2018-08-20,suncream,comestic,20,17,3,340
2018-08-20,mascara,comestic,10,42,3,420
2018-08-20,suncream,comestic,20,17,9,340
2018-08-21,suncream,comestic,20,11,2,220
2018-08-21,microwave,electronics,300,2,10,600
2018-08-21,oven,electronics,600,46,1,27600
2018-08-21,suncream,comestic,20,22,1,440
2018-08-21,laptop,electronics,1000,46,9,46000
2018-08-21,laptop,electronics,1000,16,10,16000
2018-08-21,microwave,electronics,300,5,2,1500
2018-08-21,microwave,electronics,300,45,3,13500
2018-08-21,fragrance,comestic,50,39,2,1950
2018-08-21,mascara,comestic,10,15,2,150
2018-08-22,smartphone,electronics,500,36,3,18000
2018-08-22,mascara,comestic,10,8,7,80
2018-08-22,lipstick,comestic,15,7,9,105
2018-08-22,microwave,electronics,300,30,3,9000
2018-08-22,fragrance,comestic,50,8,2,400
2018-08-22,face cleanser,comestic,25,3,3,75
2018-08-22,fragrance,comestic,50,23,5,1150
2018-08-22,mascara,comestic,10,29,8,290
2018-08-22,air conditioner,electronics,800,13,6,10400
2018-08-22,suncream,comestic,20,7,5,140
2018-08-23,air conditioner,electronics,800,6,5,4800
2018-08-23,oven,electronics,600,17,2,10200
2018-08-23,laptop,electronics,1000,38,5,38000
2018-08-23,fridge,electronics,1200,25,2,30000
2018-08-23,laptop,electronics,1000,50,4,50000
2018-08-23,laptop,electronics,1000,50,3,50000
2018-08-23,air conditioner,electronics,800,25,4,20000
2018-08-23,mascara,comestic,10,46,4,460
2018-08-23,face cleanser,comestic,25,2,5,50
2018-08-23,suncream,comestic,20,26,10,520
2018-08-24,microwave,electronics,300,41,3,12300
2018-08-24,air conditioner,electronics,800,32,10,25600
2018-08-24,microwave,electronics,300,14,9,4200
2018-08-24,suncream,comestic,20,16,4,320
2018-08-24,fridge,electronics,1200,45,6,54000
2018-08-24,laptop,electronics,1000,14,5,14000
2018-08-24,smartphone,electronics,500,23,9,11500
2018-08-24,oven,electronics,600,37,8,22200
2018-08-24,laptop,electronics,1000,23,6,23000
2018-08-24,fragrance,comestic,50,23,4,1150
2018-08-25,air conditioner,electronics,800,18,1,14400
2018-08-25,lipstick,comestic,15,30,8,450
2018-08-25,suncream,comestic,20,19,6,380
2018-08-25,smartphone,electronics,500,30,2,15000
2018-08-25,laptop,electronics,1000,37,4,37000
2018-08-25,face cleanser,comestic,25,14,4,350
2018-08-25,fridge,electronics,1200,16,6,19200
2018-08-25,fragrance,comestic,50,23,1,1150
2018-08-25,fragrance,comestic,50,2,1,100
2018-08-25,oven,electronics,600,17,10,10200
2018-08-26,air conditioner,electronics,800,5,5,4000
2018-08-26,laptop,electronics,1000,2,5,2000
2018-08-26,air conditioner,electronics,800,49,5,39200
2018-08-26,oven,electronics,600,24,9,14400
2018-08-26,air conditioner,electronics,800,4,4,3200
2018-08-26,fragrance,comestic,50,13,8,650
2018-08-26,eye liner,comestic,12,22,8,264
2018-08-26,mascara,comestic,10,50,3,500
2018-08-26,air conditioner,electronics,800,10,5,8000
2018-08-26,face cleanser,comestic,25,24,8,600
2018-08-27,eye liner,comestic,12,18,9,216
2018-08-27,mascara,comestic,10,19,10,190
2018-08-27,air conditioner,electronics,800,17,4,13600
2018-08-27,laptop,electronics,1000,45,10,45000
2018-08-27,oven,electronics,600,48,3,28800
2018-08-27,eye liner,comestic,12,15,10,180
2018-08-27,mascara,comestic,10,28,9,280
2018-08-27,oven,electronics,600,10,6,6000
2018-08-27,face cleanser,comestic,25,13,3,325
2018-08-27,microwave,electronics,300,33,8,9900
2018-08-28,air conditioner,electronics,800,26,10,20800
2018-08-28,smartphone,electronics,500,2,2,1000
2018-08-28,smartphone,electronics,500,20,10,10000
2018-08-28,fragrance,comestic,50,21,7,1050
2018-08-28,microwave,electronics,300,5,10,1500
2018-08-28,fridge,electronics,1200,48,4,57600
2018-08-28,air conditioner,electronics,800,11,4,8800
2018-08-28,smartphone,electronics,500,21,2,10500
2018-08-28,suncream,comestic,20,47,3,940
2018-08-28,microwave,electronics,300,42,7,12600
2018-08-29,fridge,electronics,1200,19,5,22800
2018-08-29,smartphone,electronics,500,23,4,11500
2018-08-29,fragrance,comestic,50,1,7,50
2018-08-29,fridge,electronics,1200,12,3,14400
2018-08-29,oven,electronics,600,33,2,19800
2018-08-29,mascara,comestic,10,49,5,490
2018-08-29,mascara,comestic,10,37,4,370
2018-08-29,oven,electronics,600,37,4,22200
2018-08-29,air conditioner,electronics,800,29,6,23200
2018-08-29,oven,electronics,600,11,8,6600
2018-08-30,fragrance,comestic,50,18,5,900
2018-08-30,fragrance,comestic,50,34,5,1700
2018-08-30,face cleanser,comestic,25,29,7,725
2018-08-30,lipstick,comestic,15,40,9,600
2018-08-30,smartphone,electronics,500,15,4,7500
2018-08-30,mascara,comestic,10,20,8,200
2018-08-30,fridge,electronics,1200,27,1,32400
2018-08-30,fragrance,comestic,50,14,2,700
2018-08-30,face cleanser,comestic,25,12,8,300
2018-08-30,mascara,comestic,10,23,1,230
2018-08-31,suncream,comestic,20,7,9,140
2018-08-31,face cleanser,comestic,25,21,1,525
2018-08-31,lipstick,comestic,15,35,6,525
2018-08-31,mascara,comestic,10,12,2,120
2018-08-31,oven,electronics,600,4,2,2400
2018-08-31,air conditioner,electronics,800,26,6,20800
2018-08-31,laptop,electronics,1000,14,7,14000
2018-08-31,face cleanser,comestic,25,47,4,1175
2018-08-31,mascara,comestic,10,43,8,430
2018-08-31,face cleanser,comestic,25,9,4,225
2018-09-01,laptop,electronics,1000,40,4,40000
2018-09-01,fridge,electronics,1200,21,4,25200
2018-09-01,lipstick,comestic,15,43,7,645
2018-09-01,mascara,comestic,10,25,1,250
2018-09-01,eye liner,comestic,12,22,10,264
2018-09-01,smartphone,electronics,500,41,6,20500
2018-09-01,suncream,comestic,20,3,5,60
2018-09-01,fragrance,comestic,50,22,5,1100
2018-09-01,fragrance,comestic,50,45,3,2250
2018-09-01,laptop,electronics,1000,27,2,27000
2018-09-02,face cleanser,comestic,25,18,1,450
2018-09-02,laptop,electronics,1000,25,10,25000
2018-09-02,lipstick,comestic,15,14,7,210
2018-09-02,mascara,comestic,10,2,1,20
2018-09-02,oven,electronics,600,43,9,25800
2018-09-02,mascara,comestic,10,22,6,220
2018-09-02,oven,electronics,600,35,4,21000
2018-09-02,fragrance,comestic,50,4,5,200
2018-09-02,air conditioner,electronics,800,23,9,18400
2018-09-02,air conditioner,electronics,800,20,2,16000
2018-09-03,suncream,comestic,20,25,6,500
2018-09-03,suncream,comestic,20,16,9,320
2018-09-03,lipstick,comestic,15,16,4,240
2018-09-03,fragrance,comestic,50,50,9,2500
2018-09-03,fridge,electronics,1200,10,10,12000
2018-09-03,air conditioner,electronics,800,26,4,20800
2018-09-03,oven,electronics,600,27,3,16200
2018-09-03,oven,electronics,600,11,9,6600
2018-09-03,suncream,comestic,20,49,1,980
2018-09-03,fragrance,comestic,50,9,6,450
2018-09-04,mascara,comestic,10,39,3,390
2018-09-04,microwave,electronics,300,22,3,6600
2018-09-04,fridge,electronics,1200,24,1,28800
2018-09-04,laptop,electronics,1000,12,3,12000
2018-09-04,laptop,electronics,1000,32,7,32000
2018-09-04,eye liner,comestic,12,22,4,264
2018-09-04,lipstick,comestic,15,27,1,405
2018-09-04,eye liner,comestic,12,18,6,216
2018-09-04,suncream,comestic,20,39,8,780
2018-09-04,microwave,electronics,300,11,1,3300
2018-09-05,lipstick,comestic,15,13,9,195
2018-09-05,mascara,comestic,10,10,2,100
2018-09-05,smartphone,electronics,500,32,9,16000
2018-09-05,suncream,comestic,20,7,2,140
2018-09-05,laptop,electronics,1000,35,9,35000
2018-09-05,oven,electronics,600,10,3,6000
2018-09-05,fridge,electronics,1200,17,2,20400
2018-09-05,fridge,electronics,1200,42,9,50400
2018-09-05,fragrance,comestic,50,17,10,850
2018-09-05,smartphone,electronics,500,26,2,13000
2018-09-06,lipstick,comestic,15,32,6,480
2018-09-06,oven,electronics,600,27,1,16200
2018-09-06,face cleanser,comestic,25,5,7,125
2018-09-06,suncream,comestic,20,8,4,160
2018-09-06,air conditioner,electronics,800,38,5,30400
2018-09-06,laptop,electronics,1000,11,6,11000
2018-09-06,air conditioner,electronics,800,17,8,13600
2018-09-06,eye liner,comestic,12,4,4,48
2018-09-06,laptop,electronics,1000,39,7,39000
2018-09-06,face cleanser,comestic,25,12,4,300
2018-09-07,laptop,electronics,1000,17,3,17000
2018-09-07,air conditioner,electronics,800,26,8,20800
2018-09-07,laptop,electronics,1000,41,7,41000
2018-09-07,oven,electronics,600,48,6,28800
2018-09-07,eye liner,comestic,12,17,7,204
2018-09-07,air conditioner,electronics,800,44,3,35200
2018-09-07,smartphone,electronics,500,36,8,18000
2018-09-07,face cleanser,comestic,25,33,9,825
2018-09-07,mascara,comestic,10,17,7,170
2018-09-07,eye liner,comestic,12,17,9,204
2018-09-08,suncream,comestic,20,27,7,540
2018-09-08,oven,electronics,600,43,5,25800
2018-09-08,face cleanser,comestic,25,6,5,150
2018-09-08,suncream,comestic,20,12,5,240
2018-09-08,smartphone,electronics,500,25,9,12500
2018-09-08,fridge,electronics,1200,43,5,51600
2018-09-08,lipstick,comestic,15,33,4,495
2018-09-08,fridge,electronics,1200,10,1,12000
2018-09-08,laptop,electronics,1000,17,7,17000
2018-09-08,mascara,comestic,10,15,2,150
2018-09-09,air conditioner,electronics,800,31,5,24800
2018-09-09,lipstick,comestic,15,37,10,555
2018-09-09,fridge,electronics,1200,40,4,48000
2018-09-09,laptop,electronics,1000,9,8,9000
2018-09-09,microwave,electronics,300,30,5,9000
2018-09-09,suncream,comestic,20,4,5,80
2018-09-09,mascara,comestic,10,37,3,370
2018-09-09,oven,electronics,600,21,10,12600
2018-09-09,eye liner,comestic,12,10,8,120
2018-09-09,fragrance,comestic,50,24,3,1200
2018-09-10,microwave,electronics,300,45,2,13500
2018-09-10,fridge,electronics,1200,15,9,18000
2018-09-10,fragrance,comestic,50,48,3,2400
2018-09-10,laptop,electronics,1000,32,10,32000
2018-09-10,suncream,comestic,20,30,1,600
2018-09-10,suncream,comestic,20,11,1,220
2018-09-10,mascara,comestic,10,2,4,20
2018-09-10,fridge,electronics,1200,27,10,32400
2018-09-10,fridge,electronics,1200,48,4,57600
2018-09-10,microwave,electronics,300,14,6,4200
2018-09-11,lipstick,comestic,15,17,1,255
2018-09-11,mascara,comestic,10,14,3,140
2018-09-11,eye liner,comestic,12,20,10,240
2018-09-11,oven,electronics,600,18,7,10800
2018-09-11,fragrance,comestic,50,34,4,1700
2018-09-11,smartphone,electronics,500,3,10,1500
2018-09-11,air conditioner,electronics,800,41,9,32800
2018-09-11,fragrance,comestic,50,25,7,1250
2018-09-11,laptop,electronics,1000,44,10,44000
2018-09-11,face cleanser,comestic,25,24,2,600
2018-09-12,eye liner,comestic,12,41,2,492
2018-09-12,smartphone,electronics,500,25,10,12500
2018-09-12,suncream,comestic,20,43,8,860
2018-09-12,fragrance,comestic,50,20,4,1000
2018-09-12,microwave,electronics,300,44,1,13200
2018-09-12,laptop,electronics,1000,45,8,45000
2018-09-12,smartphone,electronics,500,37,1,18500
2018-09-12,eye liner,comestic,12,7,9,84
2018-09-12,lipstick,comestic,15,25,1,375
2018-09-12,oven,electronics,600,8,7,4800
2018-09-13,air conditioner,electronics,800,47,7,37600
2018-09-13,laptop,electronics,1000,41,7,41000
2018-09-13,lipstick,comestic,15,16,9,240
2018-09-13,oven,electronics,600,6,5,3600
2018-09-13,lipstick,comestic,15,37,4,555
2018-09-13,suncream,comestic,20,38,8,760
2018-09-13,fragrance,comestic,50,26,2,1300
2018-09-13,oven,electronics,600,41,2,24600
2018-09-13,lipstick,comestic,15,43,5,645
2018-09-13,fragrance,comestic,50,17,9,850
2018-09-14,smartphone,electronics,500,35,4,17500
2018-09-14,fragrance,comestic,50,11,5,550
2018-09-14,eye liner,comestic,12,40,5,480
2018-09-14,laptop,electronics,1000,11,10,11000
2018-09-14,lipstick,comestic,15,46,7,690
2018-09-14,air conditioner,electronics,800,1,2,800
2018-09-14,air conditioner,electronics,800,6,6,4800
2018-09-14,oven,electronics,600,40,1,24000
2018-09-14,eye liner,comestic,12,26,1,312
2018-09-14,fragrance,comestic,50,24,7,1200
2018-09-15,air conditioner,electronics,800,44,4,35200
2018-09-15,fridge,electronics,1200,39,2,46800
2018-09-15,smartphone,electronics,500,2,1,1000
2018-09-15,oven,electronics,600,1,1,600
2018-09-15,oven,electronics,600,11,6,6600
2018-09-15,face cleanser,comestic,25,37,5,925
2018-09-15,laptop,electronics,1000,26,4,26000
2018-09-15,fragrance,comestic,50,40,8,2000
2018-09-15,eye liner,comestic,12,16,6,192
2018-09-15,face cleanser,comestic,25,42,2,1050
2018-09-16,air conditioner,electronics,800,48,4,38400
2018-09-16,fragrance,comestic,50,32,1,1600
2018-09-16,fridge,electronics,1200,26,9,31200
2018-09-16,lipstick,comestic,15,25,5,375
2018-09-16,eye liner,comestic,12,29,6,348
2018-09-16,eye liner,comestic,12,26,6,312
2018-09-16,fridge,electronics,1200,47,3,56400
2018-09-16,laptop,electronics,1000,11,3,11000
2018-09-16,eye liner,comestic,12,5,3,60
2018-09-16,oven,electronics,600,25,5,15000
2018-09-17,eye liner,comestic,12,49,5,588
2018-09-17,mascara,comestic,10,6,10,60
2018-09-17,laptop,electronics,1000,4,4,4000
2018-09-17,smartphone,electronics,500,47,9,23500
2018-09-17,mascara,comestic,10,23,6,230
2018-09-17,fridge,electronics,1200,11,9,13200
2018-09-17,face cleanser,comestic,25,32,4,800
2018-09-17,mascara,comestic,10,21,3,210
2018-09-17,eye liner,comestic,12,28,5,336
2018-09-17,eye liner,comestic,12,18,5,216
2018-09-18,mascara,comestic,10,42,6,420
2018-09-18,laptop,electronics,1000,37,1,37000
2018-09-18,eye liner,comestic,12,10,3,120
2018-09-18,eye liner,comestic,12,47,5,564
2018-09-18,fridge,electronics,1200,13,6,15600
2018-09-18,lipstick,comestic,15,47,8,705
2018-09-18,microwave,electronics,300,12,1,3600
2018-09-18,fridge,electronics,1200,45,9,54000
2018-09-18,laptop,electronics,1000,44,9,44000
2018-09-18,eye liner,comestic,12,5,2,60
2018-09-19,laptop,electronics,1000,36,9,36000
2018-09-19,microwave,electronics,300,3,6,900
2018-09-19,smartphone,electronics,500,14,4,7000
2018-09-19,face cleanser,comestic,25,32,4,800
2018-09-19,mascara,comestic,10,23,4,230
2018-09-19,fridge,electronics,1200,49,2,58800
2018-09-19,lipstick,comestic,15,44,9,660
2018-09-19,fragrance,comestic,50,14,9,700
2018-09-19,microwave,electronics,300,12,7,3600
2018-09-19,mascara,comestic,10,48,7,480
2018-09-20,microwave,electronics,300,33,3,9900
2018-09-20,air conditioner,electronics,800,42,4,33600
2018-09-20,microwave,electronics,300,49,3,14700
2018-09-20,mascara,comestic,10,43,6,430
2018-09-20,mascara,comestic,10,49,8,490
2018-09-20,air conditioner,electronics,800,41,2,32800
2018-09-20,air conditioner,electronics,800,26,4,20800
2018-09-20,smartphone,electronics,500,16,7,8000
2018-09-20,fragrance,comestic,50,33,10,1650
2018-09-20,lipstick,comestic,15,26,1,390
2018-09-21,oven,electronics,600,19,4,11400
2018-09-21,eye liner,comestic,12,33,3,396
2018-09-21,oven,electronics,600,11,2,6600
2018-09-21,face cleanser,comestic,25,47,8,1175
2018-09-21,eye liner,comestic,12,2,3,24
2018-09-21,lipstick,comestic,15,47,6,705
2018-09-21,smartphone,electronics,500,27,9,13500
2018-09-21,air conditioner,electronics,800,1,5,800
2018-09-21,air conditioner,electronics,800,21,7,16800
2018-09-21,mascara,comestic,10,33,8,330
2018-09-22,microwave,electronics,300,42,1,12600
2018-09-22,microwave,electronics,300,25,5,7500
2018-09-22,lipstick,comestic,15,21,9,315
2018-09-22,fragrance,comestic,50,35,10,1750
2018-09-22,eye liner,comestic,12,12,10,144
2018-09-22,fragrance,comestic,50,4,2,200
2018-09-22,suncream,comestic,20,44,1,880
2018-09-22,suncream,comestic,20,21,1,420
2018-09-22,fridge,electronics,1200,17,9,20400
2018-09-22,eye liner,comestic,12,39,3,468
2018-09-23,face cleanser,comestic,25,18,5,450
2018-09-23,smartphone,electronics,500,38,6,19000
2018-09-23,suncream,comestic,20,18,5,360
2018-09-23,face cleanser,comestic,25,31,4,775
2018-09-23,laptop,electronics,1000,7,5,7000
2018-09-23,microwave,electronics,300,19,10,5700
2018-09-23,smartphone,electronics,500,18,10,9000
2018-09-23,face cleanser,comestic,25,21,4,525
2018-09-23,fragrance,comestic,50,38,1,1900
2018-09-23,lipstick,comestic,15,9,7,135
2018-09-24,lipstick,comestic,15,40,10,600
2018-09-24,laptop,electronics,1000,39,6,39000
2018-09-24,lipstick,comestic,15,45,4,675
2018-09-24,laptop,electronics,1000,5,6,5000
2018-09-24,microwave,electronics,300,28,1,8400
2018-09-24,smartphone,electronics,500,31,5,15500
2018-09-24,mascara,comestic,10,6,6,60
2018-09-24,laptop,electronics,1000,41,9,41000
2018-09-24,eye liner,comestic,12,22,3,264
2018-09-24,oven,electronics,600,49,5,29400
2018-09-25,microwave,electronics,300,9,1,2700
2018-09-25,air conditioner,electronics,800,43,9,34400
2018-09-25,fridge,electronics,1200,47,1,56400
2018-09-25,laptop,electronics,1000,35,9,35000
2018-09-25,suncream,comestic,20,12,6,240
2018-09-25,air conditioner,electronics,800,48,6,38400
2018-09-25,mascara,comestic,10,1,2,10
2018-09-25,fragrance,comestic,50,7,7,350
2018-09-25,suncream,comestic,20,49,9,980
2018-09-25,face cleanser,comestic,25,41,6,1025
2018-09-26,oven,electronics,600,37,8,22200
2018-09-26,fragrance,comestic,50,24,2,1200
2018-09-26,microwave,electronics,300,22,9,6600
2018-09-26,face cleanser,comestic,25,33,3,825
2018-09-26,smartphone,electronics,500,34,5,17000
2018-09-26,fragrance,comestic,50,28,7,1400
2018-09-26,oven,electronics,600,37,9,22200
2018-09-26,laptop,electronics,1000,11,9,11000
2018-09-26,microwave,electronics,300,45,2,13500
2018-09-26,fridge,electronics,1200,15,4,18000
2018-09-27,lipstick,comestic,15,35,7,525
2018-09-27,suncream,comestic,20,19,10,380
2018-09-27,eye liner,comestic,12,5,1,60
2018-09-27,smartphone,electronics,500,45,3,22500
2018-09-27,lipstick,comestic,15,20,5,300
2018-09-27,laptop,electronics,1000,34,4,34000
2018-09-27,lipstick,comestic,15,20,1,300
2018-09-27,face cleanser,comestic,25,3,4,75
2018-09-27,fridge,electronics,1200,48,10,57600
2018-09-27,fridge,electronics,1200,17,4,20400
2018-09-28,laptop,electronics,1000,29,7,29000
2018-09-28,oven,electronics,600,20,8,12000
2018-09-28,mascara,comestic,10,6,6,60
2018-09-28,eye liner,comestic,12,49,9,588
2018-09-28,fragrance,comestic,50,42,4,2100
2018-09-28,face cleanser,comestic,25,6,3,150
2018-09-28,laptop,electronics,1000,2,5,2000
2018-09-28,fragrance,comestic,50,43,8,2150
2018-09-28,laptop,electronics,1000,10,6,10000
2018-09-28,laptop,electronics,1000,1,3,1000
2018-09-29,fragrance,comestic,50,1,2,50
2018-09-29,fridge,electronics,1200,38,8,45600
2018-09-29,lipstick,comestic,15,44,9,660
2018-09-29,fragrance,comestic,50,39,10,1950
2018-09-29,fragrance,comestic,50,41,4,2050
2018-09-29,fragrance,comestic,50,8,9,400
2018-09-29,fragrance,comestic,50,32,1,1600
2018-09-29,face cleanser,comestic,25,30,3,750
2018-09-29,suncream,comestic,20,27,4,540
2018-09-29,smartphone,electronics,500,21,9,10500
2018-09-30,lipstick,comestic,15,3,1,45
2018-09-30,air conditioner,electronics,800,26,7,20800
2018-09-30,fragrance,comestic,50,28,2,1400
2018-09-30,mascara,comestic,10,21,2,210
2018-09-30,air conditioner,electronics,800,27,9,21600
2018-09-30,air conditioner,electronics,800,9,7,7200
2018-09-30,laptop,electronics,1000,17,8,17000
2018-09-30,smartphone,electronics,500,4,9,2000
2018-09-30,lipstick,comestic,15,37,6,555
2018-09-30,eye liner,comestic,12,17,5,204
2018-10-01,suncream,comestic,20,7,6,140
2018-10-01,mascara,comestic,10,27,8,270
2018-10-01,smartphone,electronics,500,14,8,7000
2018-10-01,microwave,electronics,300,21,5,6300
2018-10-01,eye liner,comestic,12,23,9,276
2018-10-01,fragrance,comestic,50,15,1,750
2018-10-01,mascara,comestic,10,6,6,60
2018-10-01,oven,electronics,600,5,5,3000
2018-10-01,suncream,comestic,20,20,1,400
2018-10-01,air conditioner,electronics,800,34,1,27200
2018-10-02,oven,electronics,600,16,5,9600
2018-10-02,suncream,comestic,20,35,5,700
2018-10-02,fragrance,comestic,50,13,7,650
2018-10-02,lipstick,comestic,15,39,10,585
2018-10-02,fridge,electronics,1200,25,8,30000
2018-10-02,lipstick,comestic,15,34,9,510
2018-10-02,laptop,electronics,1000,38,1,38000
2018-10-02,mascara,comestic,10,36,3,360
2018-10-02,face cleanser,comestic,25,22,1,550
2018-10-02,face cleanser,comestic,25,1,9,25
2018-10-03,oven,electronics,600,30,6,18000
2018-10-03,eye liner,comestic,12,41,4,492
2018-10-03,lipstick,comestic,15,2,2,30
